250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550,2650,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350,4450,4550,4650,4750,4850,4950,5050,5150,5250,5350,5450,5550,5650,5750,5850,5950,6050,6150,6250,6350,6450,6550,6650,6750,6850,6950,7050,7150,7250,7350,7450,7550,7650,7750,7850,7950,8050,8150,8250,8350,8450,8550,8650,8750,8850,8950,9050,9150,9250,9350,9450,9550,9650,9750,9850,9950,
42,35,26,39,33,32,24,22,34,27,26,25,24,22,17,19,15,19,19,14,19,12,13,18,10,13,15,14,9,8,9,4,12,10,7,3,8,5,9,4,9,6,1,5,6,6,3,1,4,6,6,5,2,3,3,6,2,0,3,2,3,3,3,4,0,2,1,1,2,0,3,0,2,3,2,1,2,0,0,3,2,1,1,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0, 
32,49,40,30,32,31,30,29,25,31,18,26,24,21,17,23,20,24,21,16,18,9,13,12,9,13,9,11,13,9,16,8,5,10,6,6,6,9,9,4,5,5,4,3,5,5,3,7,5,4,5,2,2,5,2,4,6,3,1,1,2,1,1,2,2,2,4,1,1,1,2,0,0,1,0,1,1,2,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0, 
27,38,34,40,34,24,24,28,21,25,23,27,23,22,21,24,15,18,24,21,21,16,14,15,14,12,16,16,10,15,10,8,7,5,7,5,6,7,14,4,8,5,5,5,2,3,2,3,3,3,9,1,1,2,3,6,2,3,2,5,1,3,3,2,0,0,0,1,3,2,0,4,0,1,1,2,1,0,3,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0, 
42,30,42,32,41,26,24,23,31,25,26,33,19,23,17,24,19,23,10,17,14,14,18,9,11,18,12,11,15,8,10,10,3,8,7,6,5,9,7,6,14,6,3,7,7,8,3,5,5,2,4,0,2,3,2,2,5,1,2,3,0,3,5,4,4,1,2,0,1,2,1,2,2,4,1,0,2,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0, 
43,30,44,38,34,26,23,25,32,24,14,28,25,19,20,18,22,21,16,14,16,18,9,13,5,12,14,14,7,7,6,9,7,5,6,8,8,12,6,7,11,6,5,6,9,4,3,5,5,2,7,6,2,3,6,1,6,0,3,2,4,2,0,5,1,3,1,1,0,2,0,2,3,2,3,3,1,0,4,1,3,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2, 
35,35,32,37,28,30,27,24,41,18,28,23,25,28,20,20,12,17,18,17,13,8,13,9,13,17,17,16,16,20,11,9,10,4,6,3,4,5,4,6,4,3,3,5,7,6,6,9,5,6,3,2,4,2,2,1,2,4,2,3,0,2,5,4,2,0,4,1,2,3,2,0,1,2,1,2,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0, 
46,47,31,38,26,31,30,31,31,25,22,20,20,20,20,21,18,18,15,16,17,14,15,13,16,12,13,14,7,10,9,9,9,12,5,5,7,7,4,10,4,3,6,6,5,3,9,6,3,0,3,3,4,2,0,5,2,1,2,1,4,2,1,1,4,3,0,2,0,1,1,0,0,0,3,2,2,0,1,1,0,0,0,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0, 
39,37,27,33,39,37,36,30,25,25,19,24,23,25,24,16,16,16,16,16,16,17,11,16,12,9,13,12,8,12,7,10,9,12,8,4,10,9,5,7,2,4,4,6,4,8,7,5,5,2,3,3,3,1,1,5,6,2,1,2,3,2,3,2,1,2,3,0,2,2,2,1,1,0,3,1,2,1,0,2,0,0,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,1, 
44,50,31,28,26,24,40,22,24,34,27,29,19,13,16,21,16,14,16,12,19,14,14,19,17,14,11,14,13,9,6,14,8,5,7,4,8,10,10,5,4,1,5,3,4,6,5,5,6,5,6,7,3,4,1,6,4,0,4,2,4,0,0,2,5,4,3,0,1,2,0,1,0,1,1,2,2,0,1,1,0,0,1,0,0,4,1,0,1,1,0,0,1,0,0,0,0,0, 
43,36,42,31,41,34,28,31,29,23,25,30,24,18,20,25,11,17,19,15,21,15,16,13,13,9,7,11,11,16,6,10,9,13,9,11,2,6,3,5,8,5,7,5,6,3,3,1,5,4,3,5,3,3,5,2,2,3,3,1,4,1,2,2,1,1,5,0,2,0,1,2,3,0,0,3,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1, 
41,31,31,45,41,35,40,27,19,34,24,23,20,22,17,25,15,20,15,21,11,14,12,13,18,11,7,7,13,12,4,5,7,10,11,5,9,8,6,3,6,0,2,8,2,2,3,4,6,4,1,5,8,3,5,0,4,5,4,2,5,2,6,3,1,1,0,1,1,2,0,4,4,0,1,1,3,0,3,0,0,2,0,2,0,1,3,1,0,0,1,0,0,2,2,0,0,0, 
34,37,34,37,38,34,22,27,33,26,27,28,20,18,17,24,19,16,18,11,23,17,13,14,7,9,7,16,13,7,7,12,14,5,10,7,1,9,5,5,6,7,4,3,9,6,5,3,5,4,4,4,0,1,2,5,4,2,3,4,3,1,0,4,3,5,2,0,1,1,1,2,0,0,3,1,1,1,0,1,0,2,0,1,0,0,3,0,1,1,0,0,2,0,1,1,1,0, 
37,39,39,23,42,23,18,24,17,22,21,16,13,17,17,10,10,11,12,5,13,8,7,6,2,3,10,5,8,1,2,5,1,6,5,4,4,6,3,4,2,6,4,0,3,1,2,1,3,2,1,1,1,0,2,5,1,0,0,3,1,1,0,0,2,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
37,53,25,38,28,22,27,16,21,19,12,12,18,11,8,11,11,7,10,4,10,4,7,8,5,4,6,3,9,5,6,3,2,4,5,2,2,2,0,4,2,0,1,1,0,0,2,1,1,1,2,1,1,1,0,2,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
38,37,37,36,30,20,29,20,22,17,16,14,9,13,9,9,10,11,12,8,7,13,4,7,3,5,5,6,1,8,0,6,6,8,7,1,5,3,2,4,0,2,1,1,1,2,4,1,5,1,1,1,1,3,0,3,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, 
45,31,38,36,31,30,45,25,26,20,26,22,12,23,24,23,18,17,15,16,20,19,12,10,14,11,15,12,11,6,13,7,7,12,6,5,6,6,3,3,7,9,6,2,5,2,6,3,3,3,3,0,1,4,2,1,2,2,2,1,1,3,0,0,1,1,1,2,1,0,0,1,0,0,3,1,1,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0, 
44,43,40,38,38,27,28,30,26,25,33,21,25,25,17,21,20,12,19,15,14,12,16,7,12,14,19,12,13,11,8,4,9,8,6,4,5,8,6,3,1,6,1,6,7,5,7,4,4,3,1,3,3,3,1,1,1,5,2,2,2,2,2,3,1,3,2,0,5,1,1,0,0,2,2,2,1,1,3,1,0,3,0,1,1,2,2,1,0,0,1,0,0,0,0,1,0,0, 
45,37,36,31,41,29,32,27,36,24,33,21,20,20,12,18,14,15,16,23,15,14,18,15,10,13,19,13,7,11,6,14,5,8,8,6,11,5,4,5,8,5,7,5,3,0,8,8,1,2,5,1,4,2,3,1,4,3,2,1,3,2,1,2,1,3,2,1,3,1,0,2,1,1,2,0,0,0,2,1,0,1,0,0,0,0,1,2,0,1,2,0,0,1,0,0,1,1, 
42,49,39,44,33,38,34,18,28,27,26,18,26,20,17,16,16,25,15,19,14,15,9,12,14,15,18,7,6,11,5,10,8,9,6,12,5,5,6,4,7,4,12,6,3,4,4,2,2,3,3,5,1,6,3,5,6,2,2,4,0,4,2,0,1,1,2,1,0,1,1,2,1,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1, 
34,35,31,28,36,29,33,23,22,19,30,16,39,21,25,18,26,16,20,15,17,16,16,21,15,10,13,8,8,9,4,4,6,7,8,14,10,9,8,3,5,4,6,8,7,4,6,1,7,1,2,1,1,3,2,3,4,1,4,4,3,0,2,1,1,8,4,2,0,3,3,3,3,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,2,1,0,0,1,0,0,0, 
36,46,37,29,39,27,39,33,26,20,30,23,21,23,26,23,19,8,15,13,19,16,14,10,15,9,10,11,10,13,10,10,13,8,12,0,7,5,6,6,7,3,3,3,5,3,7,5,2,4,6,2,2,4,3,4,5,1,1,2,3,5,0,3,0,2,1,0,0,1,1,2,1,2,1,0,2,2,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0, 
42,27,39,41,19,39,20,38,34,29,21,30,19,27,21,18,20,13,17,23,11,22,18,15,15,10,11,9,14,6,9,5,6,9,8,7,6,5,4,6,5,3,2,6,9,8,4,3,4,3,3,0,2,5,1,3,0,1,3,1,4,2,0,3,2,2,2,4,1,1,0,0,2,2,3,1,0,1,1,1,0,2,0,1,0,2,1,0,0,0,0,0,0,0,1,1,2,2, 
46,35,34,34,34,29,27,30,28,23,25,21,23,28,17,13,20,15,17,16,8,15,11,20,15,15,17,9,13,5,11,9,8,10,8,11,10,5,9,10,6,6,4,6,8,7,5,5,2,3,8,0,2,7,1,4,2,2,4,2,2,2,7,5,0,2,2,2,0,2,1,1,0,0,1,1,0,1,1,0,0,2,2,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0, 
37,41,31,31,31,29,31,29,25,20,22,25,14,19,19,16,19,14,20,16,14,15,15,11,10,9,12,9,7,3,7,7,7,5,10,8,11,6,7,5,8,5,1,9,5,2,5,9,7,5,1,1,4,3,4,3,1,5,1,1,3,0,4,2,0,3,1,2,0,1,0,2,0,2,1,0,0,1,0,1,0,0,2,0,0,2,0,1,2,1,1,0,0,1,0,0,0,1, 
32,26,24,17,25,23,18,19,21,16,20,22,14,13,9,10,13,12,8,9,5,4,9,9,3,4,4,5,4,5,7,5,3,0,6,8,3,1,2,7,2,2,3,0,1,1,1,1,4,0,3,4,4,0,1,5,2,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0, 
7,11,9,13,14,5,4,10,2,6,4,5,5,2,5,3,1,5,5,1,3,2,2,4,3,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
2,0,3,4,0,1,1,1,3,0,2,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
992,965,876,871,854,735,734,663,683,604,600,582,524,514,452,469,415,406,409,374,378,344,319,319,282,272,301,266,248,228,189,197,181,193,185,150,160,162,142,130,143,107,100,115,124,99,113,99,102,73,94,63,62,73,56,83,74,48,52,49,58,46,49,54,33,50,43,25,27,31,23,32,26,27,34,26,23,12,27,22,13,20,9,13,12,16,17,9,11,12,9,7,6,9,10,5,7,9,
